,tweet,existence,existence.confidence
1606,"UN to battle poverty, global warming .:. newkerala.com Online News ...: UN to battle poverty, global warming - New... http://bit.ly/8Z3EBD",1,0.7115
1607,"Eaarth: global warming is here to stay, how will we deal with it? http://amzn.to/dhUsHJ",1,1.0
1608,Allergies Worse Than Ever? Blame Global Warming http://bit.ly/aJKsz3,1,0.8787
1609,Germany is an important partner for us in trade as well as in the fight against climate change.,1,1.0
1610,Global Warming Likely to Worsen Allergies in Maine: That's according to a new report released today by the Nationa... http://bit.ly/9rpS9P,1,1.0
1611,"SubTropolis, U.S.A. -  A creative solution to global warming 100 feet below ground. http://bit.ly/c4jcuH",1,0.6586
1612,Global warming or unemployment...choose your own disaster?: By Max Jacobs Companies producing greenhouse gases in ... http://bit.ly/cuF4Kq,1,1.0
1613,This one explained the extreme cold weather we have experienced this winter as just one more example of global warming. http://bit.ly/amrhqA,1,0.6506
1614,@Climate change Giant #Glacier Fall in Peru Causes Deadly Tsunami : http://bit.ly/bvG95C,1,1.0
1615,"Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIU0",1,1.0
1616,Can you feel the shift in consciousness? -- 3K Businesses Create New Ad for Climate Change Action - http://bit.ly/cADHuR via @sustainablog,1,0.7377
1617,"RT @SolarInsure: 3,000 Businesses Create New Ad for Climate Change Action : CleanTechnica http://bit.ly/cADHuR",1,0.6379
1618,Global warming threatens Armenia by 2C higher temperature http://bit.ly/d1Yc1c,1,1.0
1619,Climate change deadly? Scientists suspect global warming may be contributing to strange deaths of Arctic birds. http://tinyurl.com/yaqbeop,1,1.0
1620,"Green' cement made from rice may help tackle global warming: London, April 13 (ANI): With the increasing rise in ... http://bit.ly/bmFTC2",1,1.0
1621,•À_Green•À_ cement made from rice may help tackle global warming http://bit.ly/biqJnb,1,0.6773
1622,"Global Warming 'at Point of No Return': Global warming has reached the point of no return, a study published in th... http://bit.ly/ddCDeo",1,0.7104
1623,"World-Famous Places Endangered by Global Warming: If climatologists' predictions of global warming are right, some... http://bit.ly/a7S4GQ",1,0.6576
1624,"Green' cement made from rice may help tackle global warming|London, April 13 : With the increasing rise in the .. http://oohja.com/xaIQ0",1,0.3553
1625,Latest weapon in global warming fight •À_ 'green' cement made from rice: By FIONA MACLEOD AND RUAIRI CREANEY SCIENTI... http://bit.ly/cqL0Hs,1,0.6686
1626,Latest weapon in global warming fight •À_ 'green' cement made from rice http://bit.ly/abWP35,1,1.0
1627,"Coping with Global Warming: How to Save on Utility Bills: By Dealman(view all posts by Dealman) Actually, this isn... http://bit.ly/bh02P7",1,1.0
1628,"""Climate Change - Building a Green Economy - Paul Krugman - NYTimes.com"" http://j.mp/a6XGmr #greentech",1,0.6909
1629,"Clean Technology Industry Forecast is Strong Due to Global Warming Concerns ...: April 12, 2010 (MMD Newswire) -- ... http://bit.ly/bUSB2O",1,1.0
1630,Porous materials to reduce the climate change http://bit.ly/aoLbPB,1,1.0
1631,celebrate Earth Day by signing Declaration of Energy Independence to show the Senate we demand action on climate change http://bit.ly/aPLanA,1,1.0
1632,"Top U.S. Vacation spots becoming endangered. Landscape threatened by global warming, mining, weather, environmental hazard & population",1,1.0
1633,"..leaders are failing to address the gravest threat our world has ever faced..."" ""Pressuring politicians on climate change is not working.",1,0.9145
1634,"Glacier National Park Loses Two More Glaciers Due To Global Warming: Thaindian.com By Meena Kar Montana, Apr 11, (... http://bit.ly/d3ujff",1,1.0
1635,Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Re,1,0.6474
1636,Plants can effectively tackle global warming|Don't have SiliconIndia account? Sign up Forgot your password? Reset .. http://oohja.com/xc5Nw,1,1.0
1637,"Climate change affects subterranean ecosystems|Changes above the ground, such as a higher concentration of carbon .. http://oohja.com/xc5Mz",1,1.0
1638,RT @RyanNewYork Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet.,1,1.0
1639,Spill + coal mine tragedy = need for alt energy! RT @RyanNewYork: Gulf Coast spill better give Climate Change Legislation some momentum.,1,1.0
1640,Gulf Coast spill better give Climate Change Legislation some momentum. It's a bigger tragedy than we're even aware of yet. #P2,1,1.0
1641,LIVE NOW: Green Gone Wrong: False Hope and Real Solutions to Climate Change http://bit.ly/arODNy,1,1.0
1642,@New_federalists  i have it on good auth tht global warming also causes toe fungus.  We R all fortunate tht thr IS no global warming! #tcot,0,0.9605
1643,Illegal war and the myth of global warming|My main campaign platform for this election will be the illegal .. http://oohja.com/xbQAI,0,0.8946
1644,It is in the 30's what happened to Spring? Global warming is for those that care to read about and not live it. The coldest Winter ever. FU,0,0.6908
1645,the scientific community was scamed by global green  gov warming scam.,0,0.9279
1646,I truly  Fat ASS Gore should get the Scam Artist Award of the decade with his Global Warming and Energy Credits worth close to Billion.,0,0.9289
1647,hide the decline is the global warming nut jobs current policy its all a epic scam they are lying to the world #climategate #tcot #p2,0,1.0
1648,40 degrees in NYC. please urinate on next liberal global warming /climate change scum you see.,0,1.0
1649,"RT @virgiltexas: Hey Al Gore: see these tornadoes racing across Mississippi? So much for global ""warming"" #tornadocot #ocra #sgp #gop #ucot #tlot #p2 #tycot",0,0.9306
1650,#justinbiebersucks and global warming is a farce,0,0.9234
1651,"One Stop Book Stop Confirmed! Global warming is 'settled' •À_ as a scam: WND.com Sussman's book, the ... http://bit.ly/b4Kv2l mybookstop.info",0,0.9344
1652,"BOYCOTT SIEMENS for buying ""global warming""/""climate change"" in their advertisements. #tcot #sgp #teaparty",0,1.0
1653,climate change scam #3wordslibshate,0,0.6866
1654,Global Warming? Vostok Antarctica sits at -100F -- with windchills to -142F ...  http://tinyurl.com/y39tlgg #tcot,1,0.5044
1655,Global Warming?  Vostok Antarctica sits at -100F -- with lows forecast to -110F... http://bit.ly/96JtQu #breaking,0,0.6818
1656,RT @Climate scam another warmist has to be rescued from Arctic cold Global warming activist 'transported ... http://bit.ly/9mgHdk #tcot #p2,0,1.0
1657,Why isn't @algore upset with the volcano for causing global warming? #climategate,0,1.0
1658,"Rationalists' who believe aliens exist & global warming=caused by humans, might as well believe in Jesus miracles,angels &fairies #tcot #p2",0,1.0
1659,@psiryu Hmmm so global warming is a fraud!,0,1.0
1661,Monster Chiller Horror Global Warming! http://goo.gl/Ziza  have you considered the possibility that your climate models are wrong? #tcot,0,0.6745
1662,Proof there's no climate change. RT @jazgar 75-ft killer tsunami created in a Peruvian LAKE when a glacier fractures & falls Into the lake!,0,0.9438
1663,COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot,0,0.5121
1664,COW FARTS EXONERATED FROM GLOBAL WARMING http://bit.ly/ddsHDe Al Gore sighs HUGE relief....from his rectum #cbiz #tcot #sgp #teaparty #ucot,0,1.0
1665,@OTOOLEFAN REAL science. Not Algore's climate change 'science' hacks with their man-made global warming hoax. Gore=Palin,0,0.9679
1666,"30000 Anti-Global Warming Scientists Can't Be Wrong | Stranger ...: Nature Magazine, the academic journal that int... http://bit.ly/beGJE2",1,0.5112
1667,"@junerenner ,get a headache when grandson tells how argued w/teachers about Global warming being big hoax. One threatened to flunk him!",0,0.6884
1668,@foxandfriends global warming is like the goldman execs... full of sh*t,0,1.0
1669,"Global Warming Baloney: According to the experts at NASA, the difference between weather and climate is a measure ... http://bit.ly/bnRDwH",1,0.6387
1670,"Your Voice: The fraud of global warming: by Tim Michael Case, Tracy Since the early 1970s, our public school syste... http://bit.ly/cfAprS",0,0.6361
1671,computer forensics experts: are there still any idiots out there that belive global warming is true? http://bit.ly/aUrimy,0,0.9582
1672,Liberal Looney Toons: Global Warming Alarmist Comes Home With Artic Frost Bite: Gather.com they wont learn huh? lo... http://bit.ly/9NAECt,0,0.6334
1673,Dear Global Warming people: It is 52 degrees in S. CA on 4/23. Heat on. [contents of this message are copyrighted and property of author.],0,1.0
1674,"I am freezing still in Southern California. Global warming fanatics, come visit me. Wear a hat, gloves and down jacket.",0,1.0
1675,"@Cubachi you are so on target, Bullshit is even better than the climate change hoax & Gore /Climate change is bullshit #leadersdebate #fact",0,1.0
1676,Climate Change Fraud - The Scandal of Solar Power in Spain http://bit.ly/bCu0pA,0,0.6666
1677,"Climate Change Fraud - Global Warming, Ethanol, DDT and ... http://bit.ly/bMPEBB",0,0.7114
1678,"Despite Climategate, LEFT investing heavily in global warming hysteria as new way 2 impose nat'l & international controls on human freedom.",1,0.6568
1679,RT @ClimateDepot: ''Obama does a 3-minute Earth Day video; fails to mention the global warming hoax'' http://bit.ly/bbzwxD,0,0.7043
1680,#ALMS Let me politely suggest that I DO NOT WATCH MOTORSPORTS TO BE LECTURED ON IMAGINARY GLOBAL WARMING! #nascar,0,1.0
1681,"Someone go tell the Climate Change crowd to go hang, after they read this: http://bit.ly/bPTxBZ #tcot",0,0.6646
1682,"Gagnon, like most liberals you have been duped by the global warming, socialist propaganda. http://bit.ly/ap10io",0,1.0
1683,I believe that Global Warming is an international conspiracy perpetrated by GE in order to sell more air conditioners,0,1.0
1684,UN process in danger unless world agrees on climate change - Telegraph http://bit.ly/aYM2XM GLOBAL WARMING IS A FRAUD FOR WORLD GOVERNMENT,0,0.6663
1687,Reid To Graham On Climate Change: 'It's Up To You' http://bit.ly/doMNLK,1,0.6735
1688,What do you know about climate change? Test your knowledge with the following 10 questions @change http://tinyurl.change.org/wPPas,1,0.6829999999999999
1691,Global warming you tube explanation you will enjoy #IPCC #teaparty http://is.gd/bLp94,1,0.4775
1694,Tom Switzer: Australia's Changing Climate-Change Climate http://on.wsj.com/duzwtK,1,0.672
1696,I uploaded a YouTube video -- MaximsNewsNetwork: ENERGY & CLIMATE CHANGE: U.N.'s BAN KI-MOON (UNTV) http://youtu.be/4lt--jpqFoE?a,1,0.6729
1697,Climate change you tube animation you will like #IPCC #gop http://is.gd/bLp94,1,0.6193
1707,Politico story on the state of play in DC re climate change and #immigration http://ow.ly/1DOLJ Bottom line: #immigrants r being backstabbed,1,0.6984
1708,"The choice that won•À_t change the world, and the one that might http://bit.ly/9e44mX (Youth Climate Mvmt)",1,0.6916
1712,"Memo On The White House Correspondents Dinner: If You Want To Be Green, Report On Climate Change: I'd never be on... http://huff.to/97a46H",1,0.4735
1714,"Global warming dirt-carbon peril models are wrong, say boffins|Greenhouse experiments show reduced greenhouse .. http://oohja.com/xbKVE",0,0.3583
1716,"Senior Technical Advisor: Communities and Climate Change, Environment and Development, New York @UNjobs #jobs http://p11.org/WYzTrbA",1,0.6482
1721,"The choice that won•À_t change the world, and the one that might http://bit.ly/9e44mX (Youth Climate Mvmt)",1,0.6579
1722,"Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. http://oohja.com/xbIwF",0,0.3545
1725,(AFX UK Focus) 2010-04-26 20:41 SCENARIOS-Challenges to California climate change law: By Peter Henderson http://bit.ly/9MSEOO,1,0.5907
1727,"SCENARIOS-Challenges to California climate change law: Source: Reuters By Peter Henderson SAN FRANCISCO, April 26 ... http://bit.ly/bo14lU",1,0.4805
1733,CNN: Graham's exit puts climate change bill in limbo: A climate-change bill that was scheduled to be unveiled at a... http://bit.ly/cWHcZx,1,0.6459999999999999
1738,reflections of a rebel: CLIMATE CHANGE AND SOCIAL JUSTICE TOWARDS ...: The more familiar image of green capitalism... http://bit.ly/c2kACY,1,0.662
1747,Graham's exit from talks puts climate change bill in limbo http://tinyurl.com/3y3mrsc,1,0.6445
1749,Tea Party With a Difference: ... climate change really hits will come with instructions in Chinese. Go Green Tea ... http://nyti.ms/dyWFV6,0,0.6678
1753,Passing Any Legislation At All Will Kill the Climate Change Bill: http://wp.me/pibxO-CX,1,0.6792
1761,"Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. http://oohja.com/xbx1H",1,0.5127
1763,"Cafe Scientifique presents global warming talk, film|The April Cafe Scientifique presentation will be on the .. http://oohja.com/xbwXB",1,0.66
1765,Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. http://oohja.com/xbvkr,1,0.6812
1767,Alexia Parks: Global Warming of the Heart|Earth Day is over. Or is it? Thousands of conscious actions took place .. http://oohja.com/xbvfc,1,1.0
1768,Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... http://huff.to/9Xw7kP,1,1.0
1769,Alexia Parks: Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of consc... http://huff.to/bzVUns,0,0.4997
1773,Webb Touts Global Warming Department|LITTLE ROCK - The Arkansas lawmaker who authored legislation that created .. http://oohja.com/xbtJ3,1,0.6436
1775,RT @TribecaFilmFest: RT @jpatricof: @jessicaalba and sebastian copeland at premiere of climate of change right now #tribeca,1,1.0
1777,Climate science's chinese whispers: The books that separate global warming fact from fiction|The culture shock of .. http://oohja.com/xbqa9,0,0.4858
1778,Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming' http://huff.to/8ZIAcu,0,1.0
1780,Sarah Palin On Climate Change http://bit.ly/7ZvxVH #earthday,1,1.0
1781,Don Blankenship Calls Efforts On Mine Safety Regulation 'As Silly As Global Warming': At his Labor Day anti-union... http://huff.to/9T3pkh,0,1.0
1782,#Global warming vs Shangri-la? http://bit.ly/bQsE92,1,0.6778
1787,2009: year in which sceptics stole running on climate change|Australian business could show our politicians the .. http://oohja.com/xboDo,0,0.4825
1789,RT @yvettethijm: RT @boingboing Video: Larry Brilliant on the volcano and climate change - Boing Boing http://bit.ly/awYZnD,1,0.6258
1790,Earth Day at 40: The Politics Finally Erupt: http://www.care2.com/causes/global-warming/blog/earth-day-at-40-the-politics-finally-erupt/,1,0.6365
1794,RT @dbiello: US climate change negotiating plans revealed! http://bit.ly/drXdvA if doc left behind on a copy machine can be believed,0,0.4562
1795,"Overheard: from Carol Browner, Assistant to the President for Energy and Climate Change - She mentioned that... http://tumblr.com/xul8j2mvs",1,0.6807
1800,RT @grittv: American media isn't putting out much on Climate Change. That's why you should watch GRIT's take!http://digg.com/u1U6aY,0,0.4802
1801,American media isn't putting out much on Climate Change. That's why you should watch GRIT's take!http://digg.com/u1U6aY,1,0.6987
1807,"John Fugelsang, Climate Change, and Coal Goes Shopping: Gun advocates rallied this week in support of their rig... http://bit.ly/9YsENz #p2",1,0.6562
1809,"Climate change reporting project involves Slate,Wired,PBS,CIR,Atlantic & Mother Jones http://is.gd/bAJ4W Can they satisfy all those editors?",1,0.7114
1815,Climate change and our identity http://bit.ly/cZa58u,1,0.6295
1816,Climate change and our identity http://bit.ly/cZa58u,1,0.682
1821,RT @WHY_RU_Talking: Itz cold -_- {We could put our bodies together n start global warming},1,0.6472
1827,"As I said only days ago, we will start seeing much more tempered reporting on ""global warming"", starting w the @nytimes http://ow.ly/1zpej",0,1.0
1829,Watchdog backs DfT climate change advert|A clever television advert claiming car pollution is the worst .. http://oohja.com/xaY9P,1,0.6876
1840,Can a Book on Geoengineering Change the Climate Conversation? http://bit.ly/aH1nL5,1,0.7086
1844,Can a Book on Geoengineering Change the Climate Conversation? http://url4.eu/2fREM,1,0.6878
1851,"No matter if you believe in global warming or not, we can all do our part to live better and save money/resources:  http://eca.sh/UBkN",1,0.6515
1853,RT @cosmicjester: Best propaganda poster ever. http://twitpic.com/1f9d7u  Modern version - substitute climate change deniers,0,0.6487
1856,USA: SEC Issues Guidance on Climate Change Disclosures http://tinyurl.com/y8ev7yh,1,0.7035
1859,Issue 2 of WIREs Climate Change now available FREE online! http://xrl.us/bhgrjo,1,1.0
1861,Senators prepare compromise climate change bill - Yahoo! News http://retwt.me/1MO0l (via @pauline_ma),1,1.0
1862,-- Press Releases April 2010 - Climate change negotiators agree on intensified .. http://retwt.me/1MNQO (via @UNEPandYou),1,0.465
1864,@SooperMexican Global warming. Clearly.,1,0.4683
1869,NPR's Science Friday and Global Warming: http://bit.ly/aC79cZ,1,1.0
1871,@jiminhofe to Address Global Warming Skeptics at 4th ICCC. http://ow.ly/1FctQ #agw #tcot #tlot #climate,0,0.4881
1872,GREEN: Climate Change Wyss Fellow - Sierra Nevada Alliance:  http://bit.ly/dmpyRE,1,1.0
1879,"Ways The Difficult Economy has Helped people Focus on Family and ...: ... Climate Change, clinical trials collagen... http://bit.ly/9OIovA",1,0.6488
1882,.@PollySigh1 & it has made Frank Luntz talking points on climate change impotent as now the focus is on immigration reform! great job!,1,0.6925
1884,Veteran #climate activist asks for name change for Earth http://bit.ly/cS2f5I,1,0.6878
1887,Climate scientist sues newspaper for •À_poisoning•À_ global warming debate http://bit.ly/ahMa2k,1,0.655
1892,RT @GClugo: RT @guardianscience Climate scientist sues newspaper for 'poisoning' global warming debate http://bit.ly/bk55t0 #p2 #tcot,1,1.0
1895,"Earth Day Live Chat with Carol Browner, Director of the Office of Energy and Climate Change Policy for the Obama Admin  http://bit.ly/dmjdO7",1,0.5307
1896,Can you hedge against climate change? Read this http://ow.ly/1BeAA @FelixSalmon post. Then look at our weather products http://ow.ly/1BezL,1,1.0
1899,Kerry releases #climate change law this week. How does it affect the sector? find out by reading The Week In Green Energy http://ow.ly/1zY3u,1,0.6568
1901,@andychrism Here's a link to the volcano &lt;--&gt; global warming story http://tinyurl.com/yycupus,1,1.0
1902,@andychrism Yes. I have heard at least one person make the connection between the volcano and global warming.,1,0.4526
1903,"@brysown1 I think it will be ""The Man that controls global warming is racist"".",0,0.5038
1904,"What I Leaned This Week: Global warming, famine, nuclear annihilation - no threat to humanity is more dangerous than the Double Down.",0,0.6858
1907,RT @redostoneage: NASAs changing Facts; Guess they thought you wouldnt notice #global warming #climate change #eco http://bit.ly/8XqItD,1,0.4594
1912,A religious take on climate change http://goo.gl/fb/sLoJR,1,0.6312
1914,A religious spin on climate change.http://c.yolone.com/5146408/co_421/,1,0.4683
1915,Los Angeles: A religious spin on climate change http://losangeles.cityandpress.com/news/2010/05/01/religious-spin-climate-change,1,1.0
1917,Panel Debates Business Cost Of Calif. Global Warming Law|SAN DIEGO ? Panelists debated the economic merits of .. http://oohja.com/xc338,1,0.6102
1918,"@madlyv really, wtf?!  global warming?  : )",0,1.0
1920,SAARC plans expert group on climate change http://bit.ly/coTaML,1,0.672
1925,Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming http://lat.ms/bLJoTV,1,0.6253
1927,Saving the Hollywood sign; ballot initiatives; Iceland•À_s volcano and global warming http://goo.gl/fb/sNLwq,1,0.703
1928,Letter: Global warming in God's hands •À_ Knoxville News Sentinel  http://bit.ly/43l8h5,1,0.6468
1931,news break story  -  Reid set to move on climate change bill ahead of immigration http://bit.ly/cBLtYX,1,0.6544
1932,Global warming retreat •À_ except for California's government: The state air board in its wisdom continues to advanc... http://bit.ly/avn9k1,1,0.7165
1933,Only 12% of Americans Are Very Worried About Global Warming. E.P.A. Makes Its Case on Climate Change - http://nyti.ms/dkl0en,0,0.6808
1935,Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... http://bit.ly/aO6Kn0,1,1.0
1936,Environmental Groups Praise BASIC Meeting on Climate Change: Environmental groups are giving qualified praise to a... http://bit.ly/aO6Kn0,1,0.6787
1937,(UIY) Kerry: Action on climate bill remains likely (AP): AP - The Democratic sponsor of climate change legisl... http://bit.ly/ds3v2O,1,0.6473
1939,GLOBAL WARMING: Is James Cameron a Genocidal Maniac?: by John Nolte Either James Cameron is a genocidal maniac or ... http://bit.ly/binNp0,1,0.6259
1940,Brooke Shields annoyed with 'global warming doesn't exist' reports http://bit.ly/d8BrRK,1,0.6908
1945,Climbing Out Of The Dark: Social Justice Replaces Global Warming!: Climate change hanging on by it's fingernails. ... http://bit.ly/aqe34x,0,0.6649
1946,I'd like to know who gives a rat's ass if immigration comes before climate change. DO YOUR JOBS regardless of ORDER. #childrenactbetter,1,0.6275
1950,Environmental Economics: Note to Environmentalists Part II: The climate change bill that was supposed to be unveil... http://bit.ly/btOPIX,1,0.6551
1952,"Only a Third of Americans Believe Global Warming is Human-Caused: By Bob Ellis on April 26th, 2010 Good news! What... http://bit.ly/9XGqPB",0,0.4558
1969,(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... http://bit.ly/9oBCRS,1,0.6554
1970,(UIY) Climate bill placed on hold over Senate dispute (AP): AP - Long-awaited climate change legislation was ... http://bit.ly/cJlXu6,1,0.6563
1972,"Americans Dont Give A **** About Global Warming, Survey Says: Retail investors from cities other than in the US fe... http://bit.ly/aIPLJY",0,0.3782
1978,Brochure on Global Warming 1992: Brochure on Global Warming 1992 added by: neham 0 comments http://bit.ly/bbxgVF,1,0.652
1979,Global Warming of the Heart: Earth Day is over. Or is it? Thousands -- perhaps millions -- of conscious actions t... http://huff.to/a3OCsr,1,0.762
1982,"In climate data, that ""suggests"" global warming, and then the assumption that it is our doing. http://bit.ly/as44kV",0,0.4952
1985,"Natives gather in Bolivia to criticize ""Copenhagen club."" http://www.bluecorncomics.com/2010/04/climate-change-conference-in-bolivia.htm",1,0.6638
1989,RealClearPolitics - Global Warming Panic Attack: With the Senate about to begin a long-awaited debate over energy ... http://bit.ly/bQsUCa,0,0.4718
1991,Live #ChapmanU Climate Conference:  Exciting! Climate debate coming up at 4:30.  Causes pf climate change?   http://bit.ly/9Dg5oZ #CUBeyond,1,0.6422
1992,Looks like some ppl just gave some more $fuel$ to slow down the California global warming law #AB32. http://bit.ly/9lyXFj,1,0.6733
1993,"In November of 2008, I really wouldn't have predicted that immigration reform might move before climate-change legislation. /via @ezraklein",1,0.6546
1999,"RT @globetrottgirl I'm doing my part in contributing to both global warming and depletion of the ozone layer. I'm hot and sometimes, I fart.",0,0.6481
2000,From The Christian Post: Methodist clergy listens to members on climate change. http://bit.ly/95wK9O,1,0.6818
2008,RT @TheBCast: The B-Cast Interview: Minnesotans for Global Warming' Fight YouTube Takedowns http://ow.ly/178ywU,1,1.0
2018,"Wed 4/21 #ChapmanU Climate Change confab opens w/film nite at Knott Studios, 7pm: Into the Arctic, Living Sea. Free. http://bit.ly/d5V8Dp",1,1.0
2021,Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/cwIF6b,1,0.6641
2022,Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/cwIF6b,0,0.39799999999999996
2023,"OK, that last part was a joke, but here is the latest ranking for the UN Climate Change panel.  http://tinyurl.com/y2htvtz",1,0.649
2026,RT @latimes: Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/bSpqIX,1,0.5324
2027,Foes of California's global warming law pour money into a campaign to delay it http://lat.ms/bSpqIX,1,0.4819
2029,"effects of global warming •À_ We Are God's Caretakers by Cory L. Kemp: An Inconvenient Truth, the documentary and bo... http://bit.ly/9mYR9m",1,0.6582
2035,Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes ... http://bit.ly/9PN5oF,1,1.0
2036,#KCRW GoodFood Blog: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/cdq1ZJ,1,1.0
2037,"Great article  http://www.thenation.com/doc/20100503/hari  google methane deposits, global warming",1,0.5349
2039,"Global Warming Science: Global Warming Summary. The Summary [updated 2009/08/16]. The Simplified "" Nutshell"" [upda... http://bit.ly/aP1xII",1,0.6563
2042,"Ben Bova: In the news ... global warming, stock market and Earth Day: By BEN BOVA One swallow does not a summer ma... http://bit.ly/aTrkc8",1,0.635
2043,PODCAST: Recycling Water; Meat and Global Warming; Peanuts; Rare Grapes http://bit.ly/d7YCKu #KCRW's Good Food,1,1.0
2044,Climate Change Initiatives http://ow.ly/1zEjO,1,0.67
2047,"County disputes global warming: By Laura London, Staff Writer The Otero County Commission had an involved discussi... http://bit.ly/blxlra",0,0.6603
2051,Cuccinelli files motion to force EPA to reopen global warming finding: Virginia Attorney General Ken Cuccinelli ha... http://bit.ly/d8dxzN,1,0.5495
2055,C3: New Mexico's Democrats/Liberals Push Global Warming ...: Read here. Despite the US government temperature data... http://bit.ly/9Ll4YC,0,0.6969
2056,Global Warming Measurements Don't Account For 'Missing Heat' http://bit.ly/byIM9l,0,0.6519
2058,"Who Cares About Global Warming?: by Jackie Gingrich Cushman In 1971, I joined my parents and older sister in the s... http://bit.ly/d8T9Js",0,0.6078
2060,RT @JulesBeaujolais: Hilarious! Complimenti! RT: @expatina: Baked Alakasa: Sarah Palin's Guide To Global Warming    #tcottv,1,0.6559
2062,"@Heritage Global Warming, Melting Glaciers and Prohibition  http://tinyurl.com/y7rw3y8",1,0.6557
2063,"Don Blankenship: Mine Safety Regulators ""As Silly as Global Warming"" http://bit.ly/bnr4mF",0,1.0
2071,"Don Blankenship Called Safety Regulators ""as Silly as Global Warming"" http://ow.ly/173j7l",0,1.0
2072,Coal CEO Calls Mine Safety Rules 'As Silly As Global Warming' http://huff.to/as7elo,0,1.0
2075,"Street-corner Global-warming Counsel: Urgh, certain elements of this item in Sunday's Washington Post, •À_Five Myths... http://bit.ly/9Lolme",1,0.4812
2077,april showers on us......right now!  feels like winter? Global Warming?,0,0.6481
2084,A religious take on climate change http://bit.ly/a6TnDl,1,0.5869
2087,"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. http://oohja.com/xc5d9",1,0.6522
2088,"Global warming conference set Sunday|Robert Bullard, known as the \Father of Environmental Justice,\ is a .. http://oohja.com/xc58T",1,0.6729999999999999
2090,"@kennethsilber Doesn't your position assume man-made carbon(2.89% of atmosphere) causes Climate change? Today this is Untenable hypothesis,",0,0.6685
2091,Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://bit.ly/dBqhIg,1,1.0
2092,Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://bit.ly/dBqhIg,1,0.6417
2093,#news Dissecting those 'Overpopulation' Numbers:  Part One ' Population Where?: Is global warming caused by too http://url4.eu/353hM,1,1.0
2094,"For Greenpeace, 'Cool IT' means sensitivity to climate change, and Cisco is now tops: I know so... http://bit.ly/9vFxAk #greentech #greenit",1,0.6801
2095,"For Greenpeace, 'Cool IT' means sensitivity to climate change, and Cisco is now tops http://zd.net/ahyzhy",1,0.6677
2097,Still believe in human-caused #Global #Warming? More information exposing the truth. #Hoboken #NJ http://cli.gs/6sY6y,0,0.3451
2098,"RT @charles_baker 3,000 Businesses Create New Ad for Climate Change Action: http://bit.ly/cADHuR (via @FaisalSethi + @DoGoodHQ)",1,0.6682
2099,EPA Points Out Climate Change Indicators: Public support for climate change legislation appears to be flagging.' P... http://bit.ly/cueEiI,1,0.6951
2100,Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the US? http://url4.eu/34tFU,1,0.6651
2102,Where's the Real Roadblock to Climate Change and Clean Energy Legislation in the' http://goo.gl/fb/0B6ih #cleantech,1,0.6536
2104,Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l,1,0.634
2105,Pew Center on Global Climate Change Releases Report Calling for Federal Leadership on Climate Adaptation http://bit.ly/buyu3l #green #energy,1,1.0
2107,Letter: Global warming dilemma|Fifty years ago I was teaching and preaching about global warming and its .. http://oohja.com/xc0go,1,0.6495
2108,Letter: Global warming dilemma|Fifty years ago I was teaching and preaching about global warming and its .. http://oohja.com/xc0bT,1,1.0
2110,Global warming: a market proposal even libertarians would love|Libertarians may debate the merits of global .. http://oohja.com/xbZha,0,0.5254
2111,Global warming: a market proposal even libertarians would love|Libertarians may debate the merits of global .. http://oohja.com/xbZbw,1,0.615
2112,RT @gb_Joe: The tolerant left: deny climate change and you'd be guilty of a crime against peace http://bit.ly/aFfkez,0,1.0
2113,"Plan B: California Braces for Climate Change|California leads its fellow states in mitigating climate change, in .. http://oohja.com/xbYF4",1,1.0
